index,loss,correct,predicted,total_logprob
0,0.587578535079956,1, A,-0.9626699686050415
1,0.682762086391449,1, B,-0.8347285389900208
2,0.6457760334014893,1, B,-0.7009397745132446
3,0.3857863247394562,1, B,-1.1647053956985474
4,0.6930150985717773,1, A,-1.4631497859954834
5,1.1764442920684814,0, A,-0.9146389961242676
6,0.5574594736099243,1, B,-1.2910765409469604
7,0.693092405796051,1, B,-1.0786511898040771
8,1.1388962268829346,0, A,-0.7318989634513855
9,0.9592715501785278,0, A,-0.5236719846725464
10,0.7526200413703918,0, B,-1.0163452625274658
11,0.46932974457740784,1, A,-0.6194976568222046
12,1.0432147979736328,0, A,-0.8347360491752625
13,0.5570682287216187,1, A,-1.990275502204895
14,0.7707293033599854,0, A,-0.8065989017486572
15,0.5407464504241943,1, A,-0.9217098951339722
16,0.7934120297431946,0, A,-0.6967052817344666
17,0.45015525817871094,1, B,-1.0052299499511719
18,0.6043699979782104,1, B,-0.5441441535949707
19,0.9140946269035339,0, A,-0.6950029730796814
20,0.8124629259109497,0, B,-1.0253524780273438
21,0.8582741022109985,0, B,-0.640913724899292
22,0.8751868605613708,0, A,-0.6522207856178284
23,0.7504487633705139,0, B,-0.8845512270927429
24,0.6484841704368591,1, B,-0.8164650797843933
25,0.9341610670089722,0, A,-0.7303887605667114
26,0.5422590970993042,1, A,-0.7336718440055847
27,0.6213961839675903,1, B,-0.6988584995269775
28,0.5764060020446777,1, A,-0.7976343631744385
29,1.069150447845459,0, A,-1.104630708694458
30,0.6518048048019409,1, B,-0.7566683292388916
31,0.5256942510604858,1, B,-0.7079353332519531
32,1.1956290006637573,0, A,-0.7342442274093628
33,0.9215722680091858,0, A,-0.8006693720817566
34,0.44512486457824707,1, A,-0.8625831604003906
35,0.525701642036438,1, A,-1.0809680223464966
36,0.5388155579566956,1, B,-0.7426673769950867
37,0.8282650113105774,0, B,-0.9607473015785217
38,0.5463433861732483,1, A,-1.1172804832458496
39,0.904998242855072,0, B,-0.7345680594444275
40,1.1425325870513916,0, A,-0.7290990948677063
41,0.6720797419548035,1, A,-1.0879535675048828
42,0.5087121725082397,1, B,-1.0864179134368896
43,0.6303223371505737,1, A,-0.9251189231872559
44,0.6195744276046753,1, A,-0.5051796436309814
45,0.4816928803920746,1, A,-1.793392300605774
46,0.9039151072502136,0, B,-0.49842530488967896
47,0.4530068635940552,1, A,-0.8126746416091919
48,0.7012545466423035,0, B,-0.5509427189826965
49,0.307023286819458,1, B,-0.7607208490371704
50,0.5606082081794739,1, B,-0.4789009690284729
51,0.6136825680732727,1, A,-0.7989150881767273
52,0.4368319809436798,1, A,-0.7889585494995117
53,1.1389667987823486,0, A,-0.5678451061248779
54,0.7513985633850098,0, A,-0.6717855930328369
55,0.66888827085495,1, B,-1.0631334781646729
56,0.48168015480041504,1, B,-0.9659560918807983
57,0.8091497421264648,0, A,-0.6378190517425537
58,1.0095866918563843,0, A,-0.536473274230957
59,1.000791072845459,0, A,-0.7359322309494019
60,0.6510713696479797,1, B,-0.992171585559845
61,0.5117567181587219,1, B,-0.990561306476593
62,0.5848547220230103,1, A,-0.4515618085861206
63,1.1382453441619873,0, B,-0.9357128739356995
64,0.8914347290992737,0, A,-1.0046329498291016
65,0.8375602960586548,0, B,-1.3677219152450562
66,0.6439309120178223,1, A,-0.8075656890869141
67,0.501684844493866,1, A,-1.3755030632019043
68,0.6718236804008484,1, B,-0.7487419247627258
69,0.5407596230506897,1, B,-0.8711214661598206
70,1.1885929107666016,0, B,-0.8627817630767822
71,0.640702486038208,1, A,-0.6613372564315796
72,0.8966622948646545,0, A,-0.6647464632987976
73,0.7402018308639526,0, A,-1.1832342147827148
74,0.5882963538169861,1, A,-0.6858909726142883
75,0.6061531901359558,1, B,-0.6881228089332581
76,0.6461450457572937,1, B,-1.1617674827575684
77,0.4923239052295685,1, B,-1.1232444047927856
78,0.9173473715782166,0, A,-0.5966224074363708
79,0.5060564279556274,1, B,-0.49962151050567627
80,0.77667635679245,0, A,-1.2785217761993408
81,1.0431365966796875,0, A,-0.737167239189148
82,0.6051862239837646,1, A,-1.1898201704025269
83,0.8116500377655029,0, B,-0.6560125350952148
84,0.8557009696960449,0, A,-0.7200866937637329
85,1.0183005332946777,0, B,-0.5526241660118103
86,0.52487713098526,1, A,-0.6273035407066345
87,0.5207046270370483,1, B,-1.0051333904266357
88,0.8873549699783325,0, B,-0.7966562509536743
89,0.941185712814331,0, B,-0.8110904693603516
90,1.0221731662750244,0, A,-0.6854182481765747
91,0.6287928223609924,1, A,-0.5616937875747681
92,0.6119630336761475,1, B,-0.6777631044387817
93,0.6235713958740234,1, B,-0.8532874584197998
94,0.4312475919723511,1, B,-1.278451681137085
95,0.4385164976119995,1, A,-0.9119929075241089
96,0.540070116519928,1, A,-1.1628897190093994
97,0.6826363205909729,1, A,-0.9589363932609558
98,0.7486094236373901,0, B,-0.6077768802642822
99,0.7709830403327942,0, A,-1.0366415977478027
100,1.0316824913024902,0, A,-1.0602147579193115
101,0.6100777387619019,1, A,-0.7421988248825073
102,0.5783405900001526,1, B,-0.9645796418190002
103,0.4020785093307495,1, A,-1.1713006496429443
104,0.5126033425331116,1, A,-0.6483168005943298
105,0.5069327354431152,1, B,-0.5280219316482544
106,0.36937662959098816,1, A,-0.47713783383369446
107,0.5027444958686829,1, B,-1.445087194442749
108,0.5605140924453735,1, A,-0.5172379016876221
109,0.4924337863922119,1, A,-1.130210280418396
110,0.58912593126297,1, A,-1.3465790748596191
111,0.8422043919563293,0, A,-0.9981948137283325
112,0.5665168166160583,1, B,-0.6866211295127869
113,0.5250290036201477,1, A,-0.7379334568977356
114,0.7528843283653259,0, A,-1.2123088836669922
115,0.7062906622886658,0, A,-0.8963037133216858
116,0.541172981262207,1, A,-2.0976755619049072
117,0.1637297123670578,1, A,-1.8128654956817627
118,1.0762015581130981,0, A,-0.6647669076919556
119,0.8174607753753662,0, B,-0.846928596496582
120,0.3091064691543579,1, B,-0.9899790287017822
121,1.0989018678665161,0, B,-0.7751367092132568
122,0.9006157517433167,0, B,-0.6114036440849304
123,0.6107900738716125,1, A,-0.6306927800178528
124,1.0547376871109009,0, B,-0.8441282510757446
125,0.44577306509017944,1, B,-0.788362443447113
126,0.9782333374023438,0, A,-1.376002550125122
127,0.4419649541378021,1, A,-0.6382567882537842
128,0.47081729769706726,1, B,-0.7943363189697266
129,0.7031626105308533,0, B,-1.4121527671813965
130,0.785298228263855,0, B,-0.9139261245727539
131,0.4444734752178192,1, B,-0.9749190807342529
132,0.6338114738464355,1, B,-0.6649612188339233
133,0.6035371422767639,1, A,-1.4031553268432617
134,1.2723675966262817,0, A,-0.8509148359298706
135,1.154692530632019,0, A,-1.3126994371414185
136,0.6368551254272461,1, B,-1.0128501653671265
137,0.5781814455986023,1, B,-1.1861743927001953
138,0.45855528116226196,1, A,-0.7904437184333801
139,1.1610716581344604,0, A,-0.4604332149028778
140,0.9545130729675293,0, A,-0.6165709495544434
141,0.4627498984336853,1, A,-0.9063259959220886
142,0.8715569376945496,0, A,-1.261794090270996
143,0.7197160124778748,0, B,-0.6423737406730652
144,0.695477306842804,0, B,-1.445862054824829
145,0.6535698175430298,1, B,-0.8170217275619507
146,1.1141064167022705,0, A,-0.7275258898735046
147,0.6849016547203064,1, B,-0.5953537821769714
148,0.5710740685462952,1, A,-0.7538720965385437
149,0.35711929202079773,1, A,-0.7756267786026001
150,0.7948851585388184,0, A,-1.2508609294891357
151,0.5372282862663269,1, A,-0.8722851276397705
152,1.0142405033111572,0, B,-1.882275104522705
153,0.6686571836471558,1, B,-0.865748405456543
154,0.43317338824272156,1, B,-0.5308151245117188
155,0.29914721846580505,1, B,-0.87339186668396
156,0.4234391748905182,1, A,-0.7228305339813232
157,0.3924875855445862,1, A,-1.9054811000823975
158,0.5611826777458191,1, A,-0.659922182559967
159,0.566824197769165,1, B,-0.9110622406005859
160,0.34082162380218506,1, B,-0.7564311027526855
161,0.8386197686195374,0, A,-0.7191718220710754
162,0.6810768246650696,1, A,-0.8058512806892395
163,0.881782054901123,0, A,-1.4812300205230713
164,0.92805016040802,0, A,-2.582890510559082
165,0.8918152451515198,0, A,-0.5091413855552673
166,0.7316091656684875,0, B,-0.9115936160087585
167,0.3454723358154297,1, A,-0.5624954104423523
168,0.538110613822937,1, A,-1.0125658512115479
169,1.0681242942810059,0, A,-0.8673500418663025
170,0.860139012336731,0, A,-0.778854250907898
171,0.6611555218696594,1, A,-0.6109033226966858
172,0.5169034600257874,1, B,-1.1843810081481934
173,0.622182309627533,1, A,-0.8801010251045227
174,0.3931567370891571,1, A,-0.7796447277069092
175,0.7743568420410156,0, B,-0.763932466506958
176,1.3391822576522827,0, A,-0.5168113708496094
177,1.0803136825561523,0, A,-1.2954561710357666
178,0.3827064633369446,1, B,-0.9271426796913147
179,0.7062191367149353,0, A,-0.7101715207099915
180,0.3738396167755127,1, A,-0.6884437799453735
181,0.3824535608291626,1, A,-0.5375908017158508
182,0.5940154790878296,1, B,-1.2498652935028076
183,0.6426743268966675,1, A,-0.85854572057724
184,0.6480873823165894,1, B,-0.9349746108055115
185,0.7287164926528931,0, A,-0.7614659070968628
186,0.82961505651474,0, A,-0.7533093094825745
187,0.5926916599273682,1, B,-0.5742978453636169
188,1.1802270412445068,0, B,-1.119499683380127
189,0.47585004568099976,1, A,-0.6392835974693298
190,0.8193261027336121,0, A,-1.4496591091156006
191,0.6759646534919739,1, A,-0.867970883846283
192,0.7052212357521057,0, A,-0.8103875517845154
193,1.4125276803970337,0, B,-1.0320206880569458
194,1.054226279258728,0, A,-0.488775372505188
195,0.8795207738876343,0, B,-0.7301539182662964
196,0.31326383352279663,1, A,-2.628225564956665
197,0.6033336520195007,1, B,-0.9834272265434265
198,0.7973442077636719,0, B,-0.8213324546813965
199,0.783993124961853,0, A,-0.5491089820861816
200,0.597679615020752,1, A,-0.5583491325378418
201,0.5416271686553955,1, B,-0.6780713200569153
202,0.9687697291374207,0, B,-0.9201446771621704
203,0.4593743085861206,1, A,-1.3282991647720337
204,0.5673599243164062,1, A,-0.7169853448867798
205,0.7830550670623779,0, B,-1.029982089996338
206,0.7446916699409485,0, B,-0.6142985224723816
207,1.1858181953430176,0, A,-1.5357091426849365
208,1.024256944656372,0, A,-0.8315367102622986
209,0.6186686158180237,1, A,-0.6700789332389832
210,0.5617489218711853,1, A,-0.468644917011261
211,0.5822495818138123,1, A,-1.0224788188934326
212,0.5299242734909058,1, B,-1.2191039323806763
213,0.7327035069465637,0, B,-0.8948752284049988
214,0.9077363610267639,0, B,-1.4072649478912354
215,1.0840682983398438,0, A,-0.9804520606994629
216,0.36663156747817993,1, B,-1.3398046493530273
217,0.7885261178016663,0, A,-1.1629738807678223
218,1.0807676315307617,0, A,-0.9905226230621338
219,0.6190245747566223,1, B,-0.5097065567970276
220,0.6824545860290527,1, B,-1.2273975610733032
221,0.649687647819519,1, A,-0.7464304566383362
222,0.8210731744766235,0, B,-0.7382122278213501
223,0.4941259026527405,1, A,-1.13547682762146
224,0.6327857971191406,1, B,-0.8143023252487183
225,1.2129794359207153,0, A,-0.7856308221817017
226,0.8682971000671387,0, A,-0.6533362865447998
227,0.5647674798965454,1, B,-0.9093906879425049
228,0.7417724132537842,0, A,-2.3461780548095703
229,1.4433749914169312,0, B,-0.767257809638977
230,0.45403972268104553,1, A,-0.43885746598243713
231,0.15608935058116913,1, A,-1.5216480493545532
232,0.5272966623306274,1, A,-0.6895450353622437
233,0.64908367395401,1, B,-0.97402423620224
234,1.5665043592453003,0, A,-0.6798544526100159
235,0.6423900723457336,1, A,-0.5897119641304016
236,0.7154694199562073,0, A,-1.4671521186828613
237,0.9503164291381836,0, B,-1.073408603668213
238,0.7767733931541443,0, A,-2.2025349140167236
239,0.7592247724533081,0, A,-0.8473120927810669
240,1.302863597869873,0, B,-0.6181603670120239
241,1.1535661220550537,0, A,-0.8752665519714355
242,1.0229651927947998,0, A,-0.5155978202819824
243,0.44538596272468567,1, A,-1.0264970064163208
244,0.8615702390670776,0, A,-1.0737216472625732
245,0.8966442942619324,0, A,-0.6397150158882141
246,0.9824055433273315,0, A,-0.6054030656814575
247,0.5299134254455566,1, A,-1.1098252534866333
248,0.7677435874938965,0, A,-0.5420911312103271
249,1.0980887413024902,0, A,-0.8303905725479126
250,0.7562538981437683,0, A,-0.9663658738136292
251,0.4093130826950073,1, A,-0.7043559551239014
252,0.5118785500526428,1, A,-0.8015664219856262
253,0.5314568877220154,1, A,-0.6345319151878357
254,0.7174719572067261,0, A,-1.1641901731491089
255,0.5884531736373901,1, B,-0.6285079717636108
256,0.5343221426010132,1, A,-1.1277140378952026
257,0.4795381426811218,1, B,-0.9339304566383362
258,0.3774847984313965,1, A,-0.5097633004188538
259,0.8177723288536072,0, A,-0.6156207919120789
260,1.0275399684906006,0, B,-1.117985486984253
261,0.3975825309753418,1, B,-1.4413083791732788
262,1.1259287595748901,0, A,-1.7925444841384888
263,0.6334667801856995,1, A,-0.7693219780921936
264,0.9196894764900208,0, A,-0.9481766819953918
265,0.6732341051101685,1, A,-1.460433840751648
266,0.5815284848213196,1, A,-0.56584233045578
267,0.6185300350189209,1, B,-0.601235032081604
268,0.5737491250038147,1, B,-0.8358761668205261
269,1.1752020120620728,0, B,-0.9522296190261841
270,0.9862265586853027,0, A,-0.4073062241077423
271,0.37346944212913513,1, A,-1.8574267625808716
272,0.5802909731864929,1, A,-0.5458409190177917
273,0.4577270746231079,1, A,-0.5354456901550293
274,0.4156167805194855,1, A,-0.6201963424682617
275,0.8969834446907043,0, B,-1.0687506198883057
276,0.5281617641448975,1, B,-0.7879806756973267
277,0.5887867212295532,1, A,-0.8231241703033447
278,0.7762844562530518,0, A,-0.8196417689323425
279,0.8445250391960144,0, A,-1.4037375450134277
280,1.0208019018173218,0, A,-0.9101992845535278
281,0.5919597744941711,1, B,-0.7766377329826355
282,0.9244484305381775,0, B,-0.743622362613678
283,0.8449857831001282,0, B,-0.8475114703178406
284,0.488318532705307,1, B,-0.7557953596115112
285,0.7326939105987549,0, A,-0.8201276063919067
286,0.6867594122886658,1, A,-0.7069254517555237
287,0.4911499321460724,1, A,-0.6082583665847778
288,0.758038341999054,0, A,-1.1221923828125
289,0.722382128238678,0, A,-1.4508709907531738
290,0.918450117111206,0, A,-0.5853163003921509
291,0.9945690631866455,0, A,-0.4178125560283661
292,1.6006715297698975,0, A,-1.0048422813415527
293,0.4801931083202362,1, B,-0.7058604955673218
294,0.6034421324729919,1, A,-0.7604874968528748
295,0.9791606068611145,0, A,-0.7405243515968323
296,0.8287732601165771,0, B,-0.9969000816345215
297,1.120483160018921,0, A,-0.5313077569007874
298,0.8980169892311096,0, A,-2.0286855697631836
299,0.44443029165267944,1, B,-0.9143126606941223
